Diabetes: Hemoglobin A1c Poor Control,122v4,0059,001,Effective Clinical Care, Intermediate Outcome,National Committee for Quality Assurance,-,-,X,-,X,X,X,X,"Diabetic Mellitus
Coronary Artery Bypass Graft (CABG): Surgical Re-Exploration,N/A,0115,168,Effective Clinical Care,Outcome,Society of Thoracic Surgeons,-,-,-,-,-,-,X,-,Coronary Artery Bypass Graft,-,-,-,-,-,-,,Measure Specification Manuals
Rheumatoid Arthritis (RA): Tuberculosis Screening,N/A,N/A,176,Effective Clinical Care,Process,American College of Rheumatology,-,-,-,-,-,-,X,-,Rheumatoid Arthritis,-,-,X,-,-,-,,Measure Specification Manuals
Rheumatoid Arthritis (RA): Periodic Assessment of Disease Activity,N/A,N/A,177,Effective Clinical Care,Process,American College of Rheumatology,-,-,-,-,-,-,X,-,Rheumatoid Arthritis,-,-,X,-,-,-,,Measure Specification Manuals
Rheumatoid Arthritis (RA): Functional Status Assessment,N/A,N/A,178,Effective Clinical Care,Process,American College of Rheumatology,,,-,-,-,-,X,X,Rheumatoid Arthritis,-,-,X,-,-,-,,Measure Specification Manuals
Rheumatoid Arthritis (RA): Assessment and Classification of Disease Prognosis,N/A,N/A,179,Effective Clinical Care,Process,American College of Rheumatology,-,-,-,-,-,-,X,-,Rheumatoid Arthritis,-,-,X,-,-,-,,Measure Specification Manuals
Rheumatoid Arthritis (RA): Glucocorticoid Management,N/A,N/A,180,Effective Clinical Care,Process,American College of Rheumatology,-,-,-,-,-,-,X,-,Rheumatoid Arthritis,-,-,X,-,-,-,,Measure Specification Manuals
Elder Maltreatment Screen and Follow-Up Plan,N/A,N/A,181,Patient Safety,Process,Centers for Medicare & Medicaid Services,Quality Insights of Pennsylvania,-,X,-,-,-,-,X,-,-,-,X,-,-,-,GenPractice|Internal|Mental|MultiChronic|PhysTherapy,Measure Specification Manuals
Functional Outcome Assessment,N/A,2624,182,Communication and Care Coordination,Process,Centers for Medicare & Medicaid Services,Quality Insights of Pennsylvania,-,X,-,-,-,-,X,-,X,-,X,-,-,-,PhysTherapy,Measure Specification Manuals
Hepatitis C: Hepatitis A Vaccination,N/A,0399,183,Community/Population Health,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,-,-,-,-,-,X,-,Hepatitis C,-,-,-,-,-,-,,Measure Specification Manuals
Colonoscopy Interval for Patients with a History of Adenomatous Polyps – Avoidance of Inappropriate Use,N/A,0659,185,Communication and Care Coordination,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,"American Society for Gastrointestinal Endoscopy/ American College of Gastroenterology
",X,-,-,-,-,X,-,-,-,-,-,-,-,Gastro,Measure Specification Manuals
Stroke and Stroke Rehabilitation: Thrombolytic Therapy,N/A,N/A,187,Effective Clinical Care,Outcome,American Heart Association,American Society of Anesthesiologists,The Joint Commission,-,-,-,-,-,X,-,-,-,-,-,-,-,Hospital,Measure Specification Manuals
Cataracts: 20/40 or Better Visual Acuity within 90 Days Following Cataract Surgery,133v4,0565,191,Effective Clinical Care,Outcome,American Medical Association-Physician Consortium for Performance Improvement,National Committee for Quality Assurance,-,-,-,X,-,X,X,Cataracts,-,-,-,-,X,-,Optho,Measure Specification Manuals
Cataracts: Complications within 30 Days Following Cataract Surgery Requiring Additional Surgical Procedures,132v4,0564,192,Patient Safety,Outcome,American Medical Association-Physician Consortium for Performance Improvement,National Committee for Quality Assurance,-,-,-,X,-,X,X,Cataracts,-,-,-,-,X,-,Optho,Measure Specification Manuals
Radiology: Stenosis Measurement in Carotid Imaging Reports,N/A,0507,195,Effective Clinical Care,Process,American College of Radiology,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,164v4,0068,204,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,X,-,X,X,X,X,Cardiovascular Prevention,-,-,-,-,X,X,Cardio|GenPractice|Internal|ObGyn,Measure Specification Manuals
"HIV/AIDS: Sexually Transmitted Disease Screening for Chlamydia, Gonorrhea, and Syphilis",N/A,0409,205,Effective Clinical Care,Process,National Committee for Quality Assurance,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,X,HIV/AIDS,-,-,-,-,-,-,,Measure Specification Manuals
Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Knee Impairments,N/A,0422,217,Communication and Care Coordination,Process,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,PhysTherapy,Measure Specification Manuals
Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Hip Impairments,N/A,0423,218,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,PhysTherapy,Measure Specification Manuals
Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Lower Leg, Foot or Ankle Impairments",N/A,0424,219,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,PhysTherapy,Measure Specification Manuals
Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Lumbar Spine Impairments,N/A,0425,220,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,PhysTherapy,Measure Specification Manuals
Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Shoulder Impairments,N/A,0426,221,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,PhysTherapy,Measure Specification Manuals
Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Elbow, Wrist or Hand Impairments",N/A,0427,222,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,PhysTherapy,Measure Specification Manuals
Functional Deficit: Change in Risk-Adjusted Functional Status for Patients with Neck, Cranium, Mandible, Thoracic Spine, Ribs, or Other General Orthopedic Impairments",N/A,0428,223,Communication and Care Coordination,Outcome,"Focus on Therapeutic Outcomes, Inc.",-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,PhysTherapy,Measure Specification Manuals
Melanoma: Overutilization of Imaging Studies in Melanoma,N/A,0562,224,Efficiency and Cost Reduction,Process,American Academy of Dermatology,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Derma,Measure Specification Manuals
Radiology: Reminder System for Screening Mammograms,N/A,0509,225,Communication and Care Coordination,Structure,American College of Radiology,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,138v4,0028,226,Community/Population Health,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,X,-,X,X,X,X,"Preventive Care
Heart Failure
Coronary Artery Disease
Chronic Obstructive Pulmonary Disease
Inflammatory Bowel Disease
Asthma
Oncology
Chronic Kidney Disease
Cataracts
Diabetic Mellitus
General Surgery
Hepatitis C
HIV/AIDS
Sinusitis 
Sleep Apnea
Total Knee Replacement
Acute Otitis Externa (AOE)
Cardiovascular Prevention
Diabetic Retinopathy",X,X,-,-,X,X,Cardio|Gastro|Internal|Mental|MultiChronic|ObGyn|Optho|PhysTherapy,Measure Specification Manuals
Controlling High Blood Pressure,165v4,0018,236,Effective Clinical Care, Intermediate Outcome,National Committee for Quality Assurance,-,-,X,-,X,X,X,X,Cardiovascular Prevention,X,X,-,-,X,X,Cardio|GenPractice|Internal|MultiChronic|ObGyn,Measure Specification Manuals
Use of High-Risk Medications in the Elderly,156v4,0022,238,Patient Safety,Process,National Committee for Quality Assurance,-,-,-,-,X,-,X,X,Multiple Chronic Conditions,-,-,-,-,X,-,MultiChronic,Measure Specification Manuals
Weight Assessment and Counseling for Nutrition and Physical Activity for Children and Adolescents,155v4,0024,239,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Childhood Immunization Status,117v4,0038,240,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,X,-,-,-,X,-,,Measure Specification Manuals
Ischemic Vascular Disease (IVD): Complete Lipid Profile and LDL-C Control (< 100 mg/dL),182v5,N/A,241,Effective Clinical Care, Intermediate Outcome,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,X,,Measure Specification Manuals
Coronary Artery Disease (CAD): Symptom Management,N/A,N/A,242,Effective Clinical Care,Outcome,American College of Cardiology,American Heart Association,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,X,-,Coronary Artery Disease,-,-,-,-,-,-,Cardio|GenPractice|Internal,Measure Specification Manuals
Cardiac Rehabilitation Patient Referral from an Outpatient Setting,N/A,0643,243,Communication and Care Coordination,Process,American College of Cardiology Foundation,American Heart Association,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Barrett's Esophagus,N/A,1854,249,Effective Clinical Care,Structure,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Pathology,Measure Specification Manuals
Radical Prostatectomy Pathology Reporting,N/A,1853,250,Effective Clinical Care,Structure,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Pathology,Measure Specification Manuals
Quantitative Immunohistochemical (IHC) Evaluation of Human Epidermal Growth Factor Receptor 2 Testing (HER2) for Breast Cancer Patients,N/A,1855,251,Effective Clinical Care,Structure,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Pathology,Measure Specification Manuals
"Ultrasound Determination of Pregnancy Location for Pregnant Patients with
Abdominal Pain",N/A,0651,254,Effective Clinical Care,Process,American College of Emergency Physicians,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Emergency,Measure Specification Manuals
Rh Immunoglobulin (Rhogam) for Rh-Negative Pregnant Women at Risk of Fetal Blood Exposure,N/A,N/A,255,Effective Clinical Care,Process,American College of Emergency Physicians,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Emergency,Measure Specification Manuals
Statin Therapy at Discharge after Lower Extremity Bypass (LEB),N/A,1519,257,Effective Clinical Care,Process,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Rate of Open Repair of Small or Moderate Non-Ruptured Abdominal Aortic Aneurysms (AAA) without Major Complications (Discharged to Home by Post-Operative Day #7),N/A,N/A,258,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenSurgery,Measure Specification Manuals
Rate of Endovascular Aneurysm Repair (EVAR) of Small or Moderate Non-Ruptured Abdominal Aortic Aneurysms (AAA) without Major Complications (Discharged to Home by Post-Operative Day #2),N/A,N/A,259,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenSurgery|Radiology,Measure Specification Manuals
"Rate of Carotid Endarterectomy (CEA) for Asymptomatic Patients, without Major Complications (Discharged to Home by Post-Operative Day #2)",N/A,N/A,260,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenSurgery,Measure Specification Manuals
Referral for Otologic Evaluation for Patients with Acute or Chronic Dizziness,N/A,N/A,261,Communication and Care Coordination,Process,Audiology Quality Consortium,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Image Confirmation of Successful Excision of Image–Localized Breast Lesion,N/A,N/A,262,Patient Safety,Process,American Society of Breast Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Preoperative Diagnosis of Breast Cancer,N/A,N/A,263,Effective Clinical Care,Process,American Society of Breast Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Sentinel Lymph Node Biopsy for Invasive Breast Cancer,N/A,N/A,264,Effective Clinical Care,Process,American Society of Breast Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Biopsy Follow-Up,N/A,N/A,265,Communication and Care Coordination,Process,American Academy of Dermatology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Derma|ObGyn|Radiology|Urology,Measure Specification Manuals
Epilepsy: Counseling for Women of Childbearing Potential with Epilepsy,N/A,1814,268,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Inflammatory Bowel Disease (IBD): Preventive Care: Corticosteroid Sparing Therapy,N/A,N/A,270,Effective Clinical Care,Outcome,American Gastroenterological Association,-,-,-,-,-,-,X,X,Inflammatory Bowel Disease,-,-,-,-,-,-,,Measure Specification Manuals
Inflammatory Bowel Disease (IBD): Preventive Care: Corticosteroid Related Iatrogenic Injury – Bone Loss Assessment,N/A,N/A,271,Effective Clinical Care,Process,American Gastroenterological Association,-,-,-,-,-,-,X,X,Inflammatory Bowel Disease,-,-,-,-,-,-,,Measure Specification Manuals
Inflammatory Bowel Disease (IBD): Testing for Latent Tuberculosis (TB) Before Initiating Anti-TNF (Tumor Necrosis Factor) Therapy,N/A,N/A,274,Effective Clinical Care,Process,American Gastroenterological Association,,-,-,-,-,-,X,X,Inflammatory Bowel Disease,-,-,-,-,-,-,,Measure Specification Manuals
Inflammatory Bowel Disease (IBD): Assessment of Hepatitis B Virus (HBV) Status Before Initiating Anti-TNF (Tumor Necrosis Factor) Therapy,N/A,N/A,275,Effective Clinical Care,Process,American Gastroenterological Association,-,-,-,-,-,-,X,X,Inflammatory Bowel Disease,-,-,-,-,-,-,,Measure Specification Manuals
Sleep Apnea: Assessment of Sleep Symptoms,N/A,N/A,276,Effective Clinical Care,Process,American Academy of Sleep Medicine,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,Sleep Apnea,-,-,-,-,-,-,,Measure Specification Manuals
Sleep Apnea: Severity Assessment at Initial Diagnosis,N/A,N/A,277,Effective Clinical Care,Process,American Academy of Sleep Medicine,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,Sleep Apnea,-,-,-,-,-,-,,Measure Specification Manuals
Sleep Apnea: Positive Airway Pressure Therapy Prescribed,N/A,N/A,278,Effective Clinical Care,Process,American Academy of Sleep Medicine,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,Sleep Apnea,-,-,-,-,-,-,,Measure Specification Manuals
Sleep Apnea: Assessment of Adherence to Positive Airway Pressure Therapy,N/A,N/A,279,Effective Clinical Care,Process,American Academy of Sleep Medicine,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,Sleep Apnea,-,-,-,-,-,-,,Measure Specification Manuals
Dementia: Staging of Dementia,N/A,N/A,280,Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,,Measure Specification Manuals
Dementia: Cognitive Assessment,149v4,N/A,281,Effective Clinical Care,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,X,-,X,-,Dementia,-,-,-,-,-,-,,Measure Specification Manuals
Dementia: Functional Status Assessment,N/A,N/A,282,Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,,Measure Specification Manuals
Dementia: Neuropsychiatric Symptom Assessment,N/A,N/A,283,Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,,Measure Specification Manuals
Dementia: Management of Neuropsychiatric Symptoms,N/A,N/A,284,Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,,Measure Specification Manuals
Dementia: Counseling Regarding Safety Concerns,N/A,N/A,286,Patient Safety,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,,Measure Specification Manuals
Dementia: Counseling Regarding Risks of Driving,N/A,N/A,287,Effective Clinical Care,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,,Measure Specification Manuals
Dementia: Caregiver Education and Support,N/A,N/A,288,Communication and Care Coordination,Process,American Academy of Neurology,American Psychiatric Association,-,-,-,-,-,X,-,Dementia,-,-,-,-,-,-,,Measure Specification Manuals
Parkinson’s Disease: Annual Parkinson’s Disease Diagnosis Review,N/A,N/A,289,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,,Measure Specification Manuals
Parkinson’s Disease: Psychiatric Disorders or Disturbances Assessment,N/A,N/A,290,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,,Measure Specification Manuals
Parkinson’s Disease: Cognitive Impairment or Dysfunction Assessment,N/A,N/A,291,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,,Measure Specification Manuals
Parkinson’s Disease: Querying about Sleep Disturbances,N/A,N/A,292,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,,Measure Specification Manuals
Parkinson’s Disease: Rehabilitative Therapy Options,N/A,N/A,293,Communication and Care Coordination,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,,Measure Specification Manuals
Parkinson’s Disease: Parkinson’s Disease Medical and Surgical Treatment Options Reviewed,N/A,N/A,294,Communication and Care Coordination,Outcome,American Academy of Neurology,-,-,-,-,-,-,X,-,Parkinson's Disease,-,-,-,-,-,-,,Measure Specification Manuals
Cataracts: Improvement in Patient’s Visual Function within 90 Days Following Cataract Surgery,N/A,1536,303,Person and Caregiver-Centered Experience and Outcomes,Outcome,American Academy of Ophthalmology,-,-,-,-,-,-,X,X,Cataracts,-,-,-,-,-,-,Optho,Measure Specification Manuals
Cataracts: Patient Satisfaction within 90 Days Following Cataract Surgery,N/A,N/A,304,Person and Caregiver-Centered Experience and Outcomes,Outcome,American Academy of Ophthalmology,-,-,-,-,-,-,X,X,Cataracts,-,-,-,-,-,-,Optho,Measure Specification Manuals
Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,137v4,0004,305,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Cervical Cancer Screening,124v4,0032,309,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,ObGyn,Measure Specification Manuals
Chlamydia Screening for Women,153v4,0033,310,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,ObGyn,Measure Specification Manuals
Use of Appropriate Medications for Asthma,126v4,0036,311,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Use of Imaging Studies for Low Back Pain,166v5,0052,312,Efficiency and Cost Reduction,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Preventive Care and Screening: Cholesterol – Fasting Low Density Lipoprotein (LDL-C) Test Performed AND Risk-Stratified Fasting LDL-C,61v5 & 64v5,N/A,316,Effective Clinical Care, Intermediate Outcome,Centers for Medicare & Medicaid Services,Quality Insights of Pennsylvania,-,-,-,X,-,-,-,-,-,-,-,-,X,X,,Measure Specification Manuals
Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,22v4,N/A,317,Community/Population Health,Process,Centers for Medicare & Medicaid Services,Mathematica,Quality Insights of Pennsylvania,X,-,X,X,X,X,"Acute Otitis Externa (AOE)
Cardiovascular Prevention
Diabetic Retinopathy",X,X,-,-,X,X,GenPractice|Internal|ObGyn,Measure Specification Manuals
Falls: Screening for Fall Risk,139v4,0101,318,Patient Safety,Process,National Committee for Quality Assurance,-,-,-,-,X,X,-,-,-,X,X,-,-,X,-,,Measure Specification Manuals
Appropriate Follow-Up Interval for Normal Colonoscopy in Average Risk Patients,N/A,0658,320,Communication and Care Coordination,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,"American Society for Gastrointestinal Endoscopy/ American College of Gastroenterology
",X,-,-,-,-,X,-,-,-,-,-,-,-,Gastro,Measure Specification Manuals
CAHPS for PQRS Clinician/Group Survey,N/A,0005 & 0006,321,Person and Caregiver-Centered Experience and Outcomes,Patient Engagement/Experience,Agency for Healthcare Research & Quality,-,-,-,X,-,-,-,-,-,X,X,-,-,-,-,,Measure Specification Manuals
Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Preoperative Evaluation in Low-Risk Surgery Patients,N/A,N/A,322,Efficiency and Cost Reduction,Efficiency,American College of Cardiology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Cardio|Radiology,Measure Specification Manuals
Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Routine Testing After Percutaneous Coronary Intervention (PCI),N/A,N/A,323,Efficiency and Cost Reduction,Efficiency,American College of Cardiology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Cardio|Radiology,Measure Specification Manuals
"Cardiac Stress Imaging Not Meeting Appropriate Use Criteria: Testing in Asymptomatic, Low-Risk Patients",N/A,N/A,324,Efficiency and Cost Reduction,Efficiency,American College of Cardiology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Cardio|Radiology,Measure Specification Manuals
Adult Major Depressive Disorder (MDD): Coordination of Care of Patients with Specific Comorbid Conditions,N/A,N/A,325,Communication and Care Coordination,Process,American Psychiatric Association,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Mental,Measure Specification Manuals
Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,N/A,1525,326,Effective Clinical Care,Process,American College of Cardiology,American Heart Association,American Medical Association-Physician Consortium for Performance Improvement,X,-,-,-,-,X,-,-,-,-,-,-,-,Cardio|GenPractice|Internal,Measure Specification Manuals
Pediatric Kidney Disease: Adequacy of Volume Management: ,N/A,N/A,327,Effective Clinical Care,Outcome,Renal Physicians Association,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Pediatric Kidney Disease: ESRD Patients Receiving Dialysis: Hemoglobin Level < 10 g/Dl,N/A,1667,328,Effective Clinical Care, Intermediate Outcome,Renal Physicians Association,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Adult Kidney Disease: Catheter Use at Initiation of Hemodialysis,N/A,N/A,329,Effective Clinical Care,Outcome,Renal Physicians Association,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Adult Kidney Disease: Catheter Use for Greater Than or Equal to 90 Days,N/A,N/A,330,Patient Safety,Outcome,Renal Physicians Association,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Overuse) ,N/A,N/A,331,Efficiency and Cost Reduction,Process,American Academy of Otolaryngology-Head and Neck Surgery,-,-,-,-,-,-,X,X,Sinusitis ,-,-,-,-,-,-,GenPractice|Internal,Measure Specification Manuals
Adult Sinusitis: Appropriate Choice of Antibiotic: Amoxicillin With or Without Clavulanate Prescribed for Patients with Acute Bacterial Sinusitis (Appropriate Use) ,N/A,N/A,332,Efficiency and Cost Reduction,Process,American Academy of Otolaryngology-Head and Neck Surgery,-,-,-,-,-,-,X,X,Sinusitis ,-,-,-,-,-,-,GenPractice|Internal,Measure Specification Manuals
Adult Sinusitis: Computerized Tomography (CT) for Acute Sinusitis (Overuse),N/A,N/A,333,Efficiency and Cost Reduction,Efficiency,American Academy of Otolaryngology-Head and Neck Surgery,-,-,-,-,-,-,X,X,Sinusitis ,-,-,-,-,-,-,GenPractice|Internal,Measure Specification Manuals
Adult Sinusitis: More than One Computerized Tomography (CT) Scan Within 90 Days for Chronic Sinusitis (Overuse),N/A,N/A,334,Efficiency and Cost Reduction,Efficiency,American Academy of Otolaryngology-Head and Neck Surgery,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenPractice|Internal,Measure Specification Manuals
