Diabetes: Hemoglobin A1c Poor Control,122v4,0059,001,Effective Clinical Care, Intermediate Outcome,National Committee for Quality Assurance,-,-,X,-,X,X,X,X,"Diabetic Mellitus
Maternity Care: Elective Delivery or Early Induction Without Medical Indication at ≥ 37 and < 39 Weeks,N/A,N/A,335,Patient Safety,Outcome,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Maternity Care: Post-Partum Follow-Up and Care Coordination,N/A,N/A,336,Communication and Care Coordination,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
"Tuberculosis Prevention for Psoriasis,Psoriatic Arthritis and Rheumatoid Arthritis Patients on a Biological Immune Response Modifier",N/A,N/A,337,Effective Clinical Care,Process,American Academy of Dermatology,-,-,-,-,-,-,X,X,Rheumatoid Arthritis,-,-,-,-,-,-,Derma|GenPractice,Measure Specification Manuals
HIV Viral Load Suppression,N/A,2082,338,Effective Clinical Care,Outcome,Health Resources and Services Administration,-,-,-,-,-,-,X,-,HIV/AIDS,-,-,-,-,-,-,GenPractice,Measure Specification Manuals
Prescription of HIV Antiretroviral Therapy,N/A,2083,339,Effective Clinical Care,Process,Health Resources and Services Administration,-,-,-,-,-,-,X,-,HIV/AIDS,-,-,-,-,-,-,,Measure Specification Manuals
HIV Medical Visit Frequency,N/A,2079,340,Efficiency and Cost Reduction,Process,Health Resources and Services Administration,-,-,-,-,-,-,X,-,HIV/AIDS,-,-,-,-,-,-,,Measure Specification Manuals
Pain Brought Under Control Within 48 Hours,N/A,N/A,342,Person and Caregiver-Centered Experience and Outcomes,Outcome,National Hospice and Palliative Care Organization,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenPractice,Measure Specification Manuals
Screening Colonoscopy Adenoma Detection Rate Measure,N/A,N/A,343,Effective Clinical Care,Outcome,American College of Gastroenterology,American Gastroenterological Association,American Society for Gastrointestinal Endoscopy,-,-,-,-,-,X,-,-,-,-,-,-,-,Gastro|GenPractice,Measure Specification Manuals
"Rate of Carotid Artery Stenting (CAS) for Asymptomatic Patients, Without Major Complications (Discharged to Home by Post-Operative Day #2)",N/A,N/A,344,Effective Clinical Care,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Rate of Postoperative Stroke or Death in Asymptomatic Patients Undergoing Carotid Artery Stenting (CAS),N/A,1543,345,Effective Clinical Care,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Rate of Postoperative Stroke or Death in Asymptomatic Patients Undergoing Carotid Endarterectomy (CEA),N/A,1540,346,Effective Clinical Care,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Rate of Endovascular Aneurysm Repair (EVAR) of Small or Moderate Non-Ruptured Abdominal Aortic Aneurysms (AAA) Who Die While in Hospital,N/A,1534,347,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenSurgery,Measure Specification Manuals
HRS-3: Implantable Cardioverter-Defibrillator (ICD) Complications Rate,N/A,N/A,348,Patient Safety,Outcome,The Heart Rhythm Society,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Cardio,Measure Specification Manuals
Total Knee Replacement: Shared Decision-Making: Trial of Conservative (Non-surgical) Therapy,N/A,N/A,350,Communication and Care Coordination,Outcome,American Association of Hip and Knee Surgeons,-,-,-,-,-,-,X,-,Total Knee Replacement,-,-,-,-,-,-,,Measure Specification Manuals
Total Knee Replacement: Venous Thromboembolic and Cardiovascular Risk Evaluation,N/A,N/A,351,Patient Safety,Outcome,American Association of Hip and Knee Surgeons,-,-,-,-,-,-,X,-,Total Knee Replacement,-,-,-,-,-,-,,Measure Specification Manuals
Total Knee Replacement: Preoperative Antibiotic Infusion with Proximal Tourniquet,N/A,N/A,352,Patient Safety,Outcome,American Association of Hip and Knee Surgeons,-,-,-,-,-,-,X,-,Total Knee Replacement,-,-,-,-,-,-,,Measure Specification Manuals
Total Knee Replacement: Identification of Implanted Prosthesis in Operative Report,N/A,N/A,353,Patient Safety,Outcome,American Association of Hip and Knee Surgeons,-,-,-,-,-,-,X,-,Total Knee Replacement,-,-,-,-,-,-,,Measure Specification Manuals
Anastomotic Leak Intervention,N/A,N/A,354,Patient Safety,Outcome,American College of Surgeons,-,-,-,-,-,-,X,-,General Surgery,-,-,-,-,-,-,GenSurgery,Measure Specification Manuals
Unplanned Reoperation within the 30 Day Postoperative Period,N/A,N/A,355,Patient Safety,Outcome,American College of Surgeons,-,-,-,-,-,-,X,-,General Surgery,-,-,-,-,-,-,GenSurgery,Measure Specification Manuals
Unplanned Hospital Readmission within 30 Days of Principal Procedure,N/A,N/A,356,Effective Clinical Care,Outcome,American College of Surgeons,-,-,-,-,-,-,X,-,General Surgery,-,-,-,-,-,-,GenSurgery,Measure Specification Manuals
Surgical Site Infection (SSI),N/A,N/A,357,Effective Clinical Care,Outcome,American College of Surgeons,-,-,-,-,-,-,X,-,General Surgery,-,-,-,-,-,-,GenSurgery,Measure Specification Manuals
Patient-Centered Surgical Risk Assessment and Communication,N/A,N/A,358,Person and Caregiver-Centered Experience and Outcomes,Process,American College of Surgeons,-,-,-,-,-,-,X,X,General Surgery,-,-,-,-,-,-,GenSurgery|Radiology|Urology,Measure Specification Manuals
Optimizing Patient Exposure to Ionizing Radiation: Utilization of a Standardized Nomenclature for Computed Tomography (CT) Imaging Description,N/A,N/A,359,Communication and Care Coordination,Process,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Optimizing Patient Exposure to Ionizing Radiation: Count of Potential High Dose Radiation Imaging Studies: Computed Tomography (CT) and Cardiac Nuclear Medicine Studies,N/A,N/A,360,Patient Safety,Process,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Optimizing Patient Exposure to Ionizing Radiation: Reporting to a Radiation Dose Index Registry,N/A,N/A,361,Patient Safety,Structure,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Optimizing Patient Exposure to Ionizing Radiation: Computed Tomography (CT) Images Available for Patient Follow-up and Comparison Purposes,N/A,N/A,362,Communication and Care Coordination,Structure,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Optimizing Patient Exposure to Ionizing Radiation: Search for Prior Computed Tomography (CT) Studies Through a Secure, Authorized, Media-Free, Shared Archive",N/A,N/A,363,Communication and Care Coordination,Structure,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Optimizing Patient Exposure to Ionizing Radiation: Appropriateness: Follow-up CT Imaging for Incidentally Detected Pulmonary Nodules According to Recommended Guidelines,N/A,N/A,364,Communication and Care Coordination,Process,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Radiology,Measure Specification Manuals
Hemoglobin A1c Test for Pediatric Patients,148v4,N/A,365,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
ADHD: Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication,136v5,0108,366,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Bipolar Disorder and Major Depression: Appraisal for Alcohol or Chemical Substance Use,169v4,N/A,367,Effective Clinical Care,Process,Center for Quality Assessment and Improvement in Mental Health,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
HIV/AIDS: Medical Visit,62v4,N/A,368,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Pregnant Women that had HBsAg Testing,158v4,N/A,369,Effective Clinical Care,Process,OptumInsight,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Depression Remission at Twelve Months,159v4,0710,370,Effective Clinical Care,Intermediate Outcome,Minnesota Community Measurement,-,-,-,-,X,X,-,X,-,-,-,-,-,X,-,,Measure Specification Manuals
Depression Utilization of the PHQ-9 Tool,160v4,0712,371,Effective Clinical Care,Process,Minnesota Community Measurement,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Maternal Depression Screening,82v3,N/A,372,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Hypertension: Improvement in Blood Pressure,65v5,N/A,373,Effective Clinical Care,Intermediate Outcome,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Closing the Referral Loop: Receipt of Specialist Report,50v4,N/A,374,Communication and Care Coordination,Process,Centers for Medicare & Medicaid Services,Mathematica,-,-,-,X,-,-,-,-,X,-,-,-,X,-,MultiChronic,Measure Specification Manuals
Functional Status Assessment for Knee Replacement,66v4,N/A,375,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Functional Status Assessment for Hip Replacement,56v4,N/A,376,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Functional Status Assessment for Complex Chronic Conditions,90v4,N/A,377,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,Mathematica,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Children Who Have Dental Decay or Cavities,75v4,N/A,378,Community/Population Health,Outcome,Centers for Medicare & Medicaid Services,Mathematica,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Primary Caries Prevention Intervention as Offered by Primary Care Providers, including Dentists",74v5,N/A,379,Effective Clinical Care,Process,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
ADE Prevention and Monitoring:  Warfarin Time in Therapeutic Range,179v4,N/A,380,Patient Safety,Intermediate Outcome,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
HIV/AIDS: RNA Control for Patients with HIV,77v4,N/A,381,Effective Clinical Care,Outcome,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Child and Adolescent Major Depressive Disorder (MDD): Suicide Risk Assessment,177v4,1365,382,Patient Safety,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,,Measure Specification Manuals
Adherence to Antipsychotic Medications for Individuals with Schizophrenia,N/A,1879,383,Patient Safety,Intermediate Outcome,Health Services Advisory Group ,Centers for Medicare & Medicaid Services,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenPractice|Mental,Measure Specification Manuals
Adult Primary Rhegmatogenous Retinal Detachment Surgery: No Return to the Operating Room Within 90 Days of Surgery,N/A,N/A,384,Effective Clinical Care,Outcome,American Academy of Ophthalmology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Optho,Measure Specification Manuals
Adult Primary Rhegmatogenous Retinal Detachment Surgery: Visual Acuity Improvement Within 90 Days of Surgery,N/A,N/A,385,Effective Clinical Care,Outcome,American Academy of Ophthalmology,The Australian Council on Healthcare Standards,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Optho,Measure Specification Manuals
Amyotrophic Lateral Sclerosis (ALS) Patient Care Preferences,N/A,N/A,386,Person and Caregiver-Centered Experience and Outcomes,Process,American Academy of Neurology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,,Measure Specification Manuals
Annual Hepatitis C Virus (HCV) Screening for Patients who are Active Injection Drug Users,N/A,N/A,387,Effective Clinical Care,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Gastro|GenPractice|Internal,Measure Specification Manuals
Cataract Surgery with Intra-Operative Complications (Unplanned Rupture of Posterior Capsule Requiring Unplanned Vitrectomy,N/A,N/A,388,Patient Safety,Outcome,American Academy of Ophthalmology,American College of Healthcare Sciences,-,-,-,-,-,X,X,Cataracts,-,-,-,-,-,-,Optho,Measure Specification Manuals
Cataract Surgery: Difference Between Planned and Final Refraction,N/A,N/A,389,Effective Clinical Care,Outcome,American Academy of Ophthalmology,American College of Healthcare Sciences,-,-,-,-,-,X,X,Cataracts,-,-,-,-,-,-,Optho,Measure Specification Manuals
Hepatitis C: Discussion and Shared Decision Making Surrounding Treatment Options,N/A,N/A,390,Person and Caregiver-Centered Experience and Outcomes,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,-,-,-,-,-,X,X,Hepatitis C,-,-,-,-,-,-,Gastro|GenPractice|Internal,Measure Specification Manuals
Follow-up After Hospitalization for Mental Illness (FUH),N/A,0576,391,Communication and Care Coordination,Process,National Committee for Quality Assurance,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenPractice|Mental,Measure Specification Manuals
HRS-12: Cardiac Tamponade and/or Pericardiocentesis Following Atrial Fibrillation Ablation,N/A,2474,392,Patient Safety,Outcome,The Heart Rhythm Society,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Cardio,Measure Specification Manuals
HRS-9: Infection within 180 Days of Cardiac Implantable Electronic Device (CIED) Implantation, Replacement, or Revision
",N/A,N/A,393,Patient Safety,Outcome,The Heart Rhythm Society,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Cardio,Measure Specification Manuals
Immunizations for Adolescents,N/A,1407,394,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenPractice,Measure Specification Manuals
Lung Cancer Reporting (Biopsy/Cytology Specimens),N/A,N/A,395,Communication and Care Coordination,Process,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Pathology,Measure Specification Manuals
Lung Cancer Reporting (Resection Specimens),N/A,N/A,396,Communication and Care Coordination,Process,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Pathology,Measure Specification Manuals
Melanoma Reporting,N/A,N/A,397,Communication and Care Coordination,Process,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Derma|Pathology,Measure Specification Manuals
Optimal Asthma Control ,N/A,N/A,398,Effective Clinical Care,Outcome,Minnesota Community Measurement,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,GenPractice,Measure Specification Manuals
Post-Procedural Optimal Medical Therapy Composite (Percutaneous Coronary Intervention),N/A,2452,399,Effective Clinical Care,Process,American College of Cardiology,American Heart Association,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,-,-,-,-,-,-,Cardio,Measure Specification Manuals
One-Time Screening for Hepatitis C Virus (HCV) for Patients at Risk,N/A,N/A,400,Effective Clinical Care,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,-,X,-,X,-,-,-,-,-,Gastro|GenPractice|Internal,Measure Specification Manuals
Hepatitis C: Screening for Hepatocellular Carcinoma (HCC) in Patients with Cirrhosis,N/A,N/A,401,Effective Clinical Care,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,-,-,-,-,-,X,X,Hepatitis C,-,-,-,-,-,-,Gastro|Internal,Measure Specification Manuals
Tobacco Use and Help with Quitting Among Adolescents,N/A,N/A,402,Community/Population Health,Process,National Committee for Quality Assurance,National Collaborative for Innovation in Quality Measurement,-,-,-,-,-,X,X,Asthma,X,-,-,-,-,-,GenPractice|Mental,Measure Specification Manuals
Adult Kidney Disease: Referral to Hospice,N/A,N/A,403,Person and Caregiver-Centered Experience and Outcomes,Process,Renal Physicians Association,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Anesthesiology Smoking Abstinence,N/A,N/A,404,Effective Clinical Care,Intermediate Outcome,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Appropriate Follow-up Imaging for Incidental Abdominal  Lesions,N/A,N/A,405,Effective Clinical Care,Process,American College of Radiology,-,-,X,-,-,-,-,X,-,-,,,,,,Radiology,Measure Specification Manuals
Appropriate Follow-Up Imaging for Incidental Thyroid Nodules in Patients,N/A,N/A,406,Effective Clinical Care,Process,American College of Radiology,-,-,X,-,-,-,-,X,-,-,,,,,,Radiology,Measure Specification Manuals
Appropriate Treatment of Meticillin-Sensitive Staphylococcus Aureus (MSSA) Bacteremia,N/A,N/A,407,Effective Clinical Care,Process,Infectious Diseases Society of America,-,-,X,-,-,-,-,X,-,-,,,,,,Hospital,Measure Specification Manuals
Opioid Therapy Follow-up Evaluation,N/A,N/A,408,Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Clinical Outcome Post-Endovascular Stroke Treatment,N/A,N/A,409,Effective Clinical Care,Outcome,Society of Interventional Radiology ,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Psoriasis: Clinical Response to Oral Systemic or Biologic Medications,N/A,N/A,410,Person and Caregiver-Centered Experience and Outcomes,Outcome,American Academy of Dermatology,-,-,X,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Depression Remission at Six Months,N/A,0711,411,Communication and Care Coordination,Outcome,Minnesota Community Measurement,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Documentation of Signed Opioid Treatment Agreement,N/A,N/A,412,Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Door to Puncture Time for Endovascular Stroke Treatment,N/A,N/A,413,Effective Clinical Care,Intermediate Outcome,Society of Interventional Radiology ,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Evaluation or Interview for Risk of Opioid Misuse,N/A,N/A,414,Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Emergency Medicine: Emergency Department Utilization of CT for Minor Blunt Head Trauma for Patients Aged 18 Years and Older,N/A,N/A,415,Efficiency and Cost Reduction,Efficiency,American College of Emergency Physicians,-,-,X,-,-,-,-,X,-,-,,,,,,Emergency,Measure Specification Manuals
Emergency Medicine: Emergency Department Utilization of CT for Minor Blunt Head Trauma for Patients Aged 2 through 17 Years,N/A,N/A,416,Efficiency and Cost Reduction,Efficiency,American College of Emergency Physicians,-,-,X,-,-,-,-,X,-,-,,,,,,Emergency|GenPractice,Measure Specification Manuals
Rate of  Open Repair of Ascending Abdominal  Aortic Aneurysms (AAA) Where Patients Are Discharged Alive  ,N/A,1523,417,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
"Osteoporosis Management in Women Who Had a Fracture 
",N/A,0053,418,Effective Clinical Care,Process,National Committee for Quality Assurance,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Internal|ObGyn,Measure Specification Manuals
Overuse Of Neuroimaging For Patients With Primary Headache And A Normal Neurological Examination,N/A,N/A,419,Efficiency and Cost Reduction,Efficiency,American Academy of Neurology,,,X,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Varicose Vein Treatment with Saphenous Ablation: Outcome Survey ,N/A,N/A,420,Effective Clinical Care,Process,Society of Interventional Radiology ,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Appropriate Assessment of Retrievable Inferior Vena Cava Filters for Removal,N/A,N/A,421,Effective Clinical Care,Outcome,Society of Interventional Radiology ,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Performing Cystoscopy at the Time of Hysterectomy for Pelvic Organ Prolapse to Detect Lower Urinary Tract Injury,N/A,2063,422,Patient Safety,Process,American Urogynecologic Society,-,-,X,-,-,-,-,X,-,-,,,,,,ObGyn,Measure Specification Manuals
Perioperative Anti-platelet Therapy for Patients Undergoing Carotid Endarterectomy,N/A,0465,423,Effective Clinical Care,Process,Society for Vascular Surgeons,-,-,X,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Perioperative Temperature Management,N/A,2681,424,Patient Safety,Process,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Photodocumentation of Cecal Intubation,N/A,N/A,425,Effective Clinical Care,Process,American College of Gastroenterology,American Gastroenterological Association,American Society for Gastrointestinal Endoscopy,X,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Post-Anesthetic Transfer of Care Measure: Procedure Room to a Post Anesthesia Care Unit (PACU):  ,N/A,N/A,426,Communication and Care Coordination,Process,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Post-Anesthetic Transfer of Care: Use of Checklist or Protocol for Direct Transfer of Care from Procedure Room to Intensive Care Unit (ICU),N/A,N/A,427,Communication and Care Coordination,Process,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Pelvic Organ Prolapse: Preoperative Assessment of Occult Stress Urinary Incontinence ,N/A,N/A,428,Effective Clinical Care,Process,American Urogynecologic Society,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Pelvic Organ Prolapse: Preoperative Screening for Uterine Malignancy ,N/A,N/A,429,Patient Safety,Process,American Urogynecologic Society,-,-,X,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Prevention of Post-Operative Nausea and Vomiting (PONV) – Combination Therapy,N/A,N/A,430,Patient Safety,Process,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Preventive Care and Screening: Unhealthy Alcohol Use: Screening & Brief Counseling,N/A,2152,431,Community/Population Health,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,X,Preventive Care,X,,,,,,PhysTherapy|Urology,Measure Specification Manuals
Proportion of Patients Sustaining a Bladder Injury at the Time of any Pelvic Organ Prolapse Repair,N/A,N/A,432,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,-,-,X,-,-,,,,,,ObGyn,Measure Specification Manuals
Proportion of Patients Sustaining a Major Viscus Injury at the Time of Any Pelvic Organ Prolapse Repair,N/A,N/A,433,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,-,-,X,-,-,,,,,,ObGyn,Measure Specification Manuals
Proportion of Patients Sustaining A Ureter Injury at the Time of any Pelvic Organ Prolapse Repair,N/A,N/A,434,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,-,-,X,-,-,,,,,,ObGyn,Measure Specification Manuals
Quality Of Life Assessment For Patients With Primary Headache Disorders,N/A,N/A,435,Effective Clinical Care,Outcome,American Academy of Neurology,-,-,X,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Radiation Consideration for Adult CT: Utilization of Dose Lowering Techniques,N/A,N/A,436,Effective Clinical Care,Process,American College of Radiology,American Medical Association-Physician Consortium for Performance Improvement,National Committee for Quality Assurance,X,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Rate of Surgical Conversion from Lower Extremity Endovascular Revasculatization Procedure ,N/A,N/A,437,Patient Safety,Outcome,Society of Interventional Radiology ,-,-,X,-,-,-,-,X,-,-,,,,,,,Measure Specification Manuals
Statin Therapy for the Prevention and Treatment of Cardiovascular Disease,N/A,N/A,438,Effective Clinical Care,Process,Centers for Medicare & Medicaid Services,Mathematica,Quality Insights of Pennsylvania,-,-,-,X,X,X,Cardiovascular Prevention,-,,,,,,Cardio|Gastro|GenPractice|Internal,Measure Specification Manuals
Age Appropriate Screening Colonoscopy,N/A,N/A,439,Efficiency and Cost Reduction,Efficiency,American Gastroenterological Association,American Society for Gastrointestinal Endoscopy,American College of Gastroenterology,-,-,-,-,-,X,-,-,,,,,,Gastro,Measure Specification Manuals